experiment,model,layer,source,target,direction,auc_mj,auc_mj_ci_high,auc_mj_ci_low,auc_mj_p,bootstrap_unit,cb_delta_auc,cb_delta_auc_ci_high,cb_delta_auc_ci_low,cb_delta_auc_p,cb_meta_mj_auc,cb_meta_mj_auc_ci_high,cb_meta_mj_auc_ci_low,cb_meta_mj_auc_p,cb_sample_size,cb_truth_gt_auc,cb_truth_gt_auc_ci_high,cb_truth_gt_auc_ci_low,cb_truth_gt_auc_p,n_B,n_C,n_boot_valid,question_clusters,sample_size
Exp1,olmo3_7b_it,1,math,movies,math->movies,0.49358309567021,0.5614402262033643,0.42305143541745127,0.532,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp1,olmo3_7b_it,1,movies,math,movies->math,0.4949530107901149,0.5616407721221642,0.4263445400553784,0.58,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,1,math,math,math->math,0.5821005917159763,0.6450304440880169,0.5174534507530293,0.005,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,1,movies,movies,movies->movies,0.5603448275862069,0.6308655794191012,0.4866179890570134,0.061,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp2B,olmo3_7b_it,1,math,movies,math->movies,,,,,target_question,0.010370754472387833,0.10110278783329972,-0.08408940292764722,0.44,0.451257453979777,0.5231836579662666,0.37778570702663655,0.915,249,0.4408866995073892,0.5169575942182325,0.3747830666885949,0.951,133,116,1000,249,
Exp2B,olmo3_7b_it,1,movies,math,movies->math,,,,,target_question,0.0006961364427427452,0.10911571346015564,-0.1111566934315387,0.499,0.47171945701357465,0.5325895503702583,0.40981316438842846,0.818,325,0.4710233205708319,0.5342642148160386,0.4093794256811878,0.803,104,221,1000,318,
Exp1,olmo3_7b_it,2,math,movies,math->movies,0.4715452424163858,0.5406503059132551,0.39943449006190945,0.781,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp1,olmo3_7b_it,2,movies,math,movies->math,0.48829620605638707,0.5538082705969835,0.42163627910788964,0.638,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,2,math,math,math->math,0.5858423250957188,0.6457809700586533,0.5261517448332491,0.002,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,2,movies,movies,movies->movies,0.6144023852735286,0.6840004018667358,0.5442057435556257,0.004,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp2B,olmo3_7b_it,2,math,movies,math->movies,,,,,target_question,0.0047316567280270005,0.0985060289613202,-0.08746433838322294,0.445,0.4458128078817734,0.5190693999858218,0.37375311427546015,0.932,249,0.4410811511537464,0.5143866661660121,0.3699977835170766,0.939,133,116,1000,249,
Exp2B,olmo3_7b_it,2,movies,math,movies->math,,,,,target_question,-0.011660285415941551,0.10657134576314417,-0.12114133978114346,0.567,0.45788374521406194,0.525598201442224,0.3944444115105686,0.906,325,0.4695440306300035,0.5348020363387336,0.4032760420926501,0.808,104,221,1000,318,
Exp1,olmo3_7b_it,3,math,movies,math->movies,0.4635079077002852,0.5387089605690102,0.3917455762792922,0.853,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp1,olmo3_7b_it,3,movies,math,movies->math,0.5109206404455273,0.5766693887183353,0.445216410398033,0.37,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,3,math,math,math->math,0.5862339018447615,0.646476867335563,0.5269512439472366,0.003,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,3,movies,movies,movies->movies,0.6135597614726471,0.6831350830052554,0.5450845031688164,0.002,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp2B,olmo3_7b_it,3,math,movies,math->movies,,,,,target_question,-0.029880736323567525,0.07452884215181314,-0.12213663243075008,0.716,0.44814622763806067,0.5262720567584884,0.38125054608999565,0.906,249,0.4780269639616282,0.5460400586062575,0.40312786023143216,0.717,133,116,1000,249,
Exp2B,olmo3_7b_it,3,movies,math,movies->math,,,,,target_question,0.038331012878524195,0.14461731925196197,-0.07537914658497326,0.251,0.4904716324399582,0.554906462473574,0.4255475619326679,0.616,325,0.45214061956143403,0.5188801261564198,0.3911197693548322,0.926,104,221,1000,318,
Exp1,olmo3_7b_it,4,math,movies,math->movies,0.5042131190044076,0.5808548812199577,0.4320270787662092,0.451,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp1,olmo3_7b_it,4,movies,math,movies->math,0.5077880264531848,0.5732095994640873,0.4466823800411207,0.378,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,4,math,math,math->math,0.6083362339018448,0.672004912652683,0.5478566781492461,0.0,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,4,movies,movies,movies->movies,0.6397459165154264,0.7069155065961518,0.5702913752913753,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp2B,olmo3_7b_it,4,math,movies,math->movies,,,,,target_question,0.02061187451387092,0.1199459407312148,-0.07619867531572531,0.345,0.4985740212600467,0.5665351992409867,0.42657604412923567,0.513,249,0.47796214674617576,0.5492560236615875,0.40662837856011014,0.737,133,116,1000,249,
Exp2B,olmo3_7b_it,4,movies,math,movies->math,,,,,target_question,0.025234946049425666,0.1452277764995649,-0.10198852805665486,0.348,0.5061782109293421,0.5699925362508066,0.4421416682172139,0.412,325,0.48094326487991645,0.5496630427821186,0.4171603202205667,0.714,104,221,1000,318,
Exp1,olmo3_7b_it,5,math,movies,math->movies,0.5400570391495981,0.612296172344907,0.4643085514660231,0.148,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp1,olmo3_7b_it,5,movies,math,movies->math,0.5584754611903933,0.6139025642594911,0.49317914850178163,0.043,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,5,math,math,math->math,0.638661677688827,0.6983625613783834,0.5770553825584327,0.0,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,5,movies,movies,movies->movies,0.6408478091781177,0.7011012997398484,0.5705223488197626,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp2B,olmo3_7b_it,5,math,movies,math->movies,,,,,target_question,0.0469276639875551,0.1393965648274813,-0.048742514925585394,0.167,0.5421311900440757,0.6137492252613826,0.4649734547719981,0.133,249,0.4952035260565206,0.571909507796418,0.4246613300492611,0.558,133,116,1000,249,
Exp2B,olmo3_7b_it,5,movies,math,movies->math,,,,,target_question,0.09689349112426038,0.2209301568374247,-0.010711632701524153,0.047,0.5507744517925514,0.6200883441499763,0.4874182465559607,0.052,325,0.453880960668291,0.5144650363114446,0.38813516808438575,0.919,104,221,1000,318,
Exp1,olmo3_7b_it,6,math,movies,math->movies,0.5471869328493648,0.6205132959559985,0.48034557859841187,0.083,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp1,olmo3_7b_it,6,movies,math,movies->math,0.5960233205708318,0.6593595364476064,0.5289791171983022,0.001,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,6,math,math,math->math,0.6414897319874695,0.700017619962993,0.5808109925387058,0.0,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,6,movies,movies,movies->movies,0.6477832512315271,0.714803143479614,0.5760776800260672,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp2B,olmo3_7b_it,6,math,movies,math->movies,,,,,target_question,0.07447498055483542,0.18339754694270308,-0.0289701550189277,0.087,0.5567150635208712,0.6296645455526222,0.48475824339951573,0.062,249,0.48224008296603577,0.5530832538827317,0.4099998168400595,0.7,133,116,1000,249,
Exp2B,olmo3_7b_it,6,movies,math,movies->math,,,,,target_question,0.1675078315349809,0.28547924305843825,0.045908080427664213,0.003,0.589975635224504,0.654291098725309,0.5213467289042262,0.007,325,0.42246780368952314,0.48699582672124914,0.35908098098178914,0.994,104,221,1000,318,
Exp1,olmo3_7b_it,7,math,movies,math->movies,0.5369458128078818,0.6070126046225409,0.4647250486991188,0.144,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp1,olmo3_7b_it,7,movies,math,movies->math,0.5967629655412461,0.6557077496406238,0.5321904622448151,0.002,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,7,math,math,math->math,0.6587626174730247,0.7234384694778274,0.6008045875646894,0.0,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,7,movies,movies,movies->movies,0.680775213896811,0.7456909845832876,0.6186282100916247,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp2B,olmo3_7b_it,7,math,movies,math->movies,,,,,target_question,0.05185377236193939,0.16496877650142622,-0.0595360657860658,0.183,0.5481591910811512,0.6191650796860283,0.48008429824231363,0.108,249,0.4963054187192118,0.5703607060558845,0.42376975108899795,0.543,133,116,1000,249,
Exp2B,olmo3_7b_it,7,movies,math,movies->math,,,,,target_question,0.188478941872607,0.30919215200640854,0.06340785216138073,0.001,0.597067525234946,0.6602112712643848,0.529275515445007,0.001,325,0.408588583362339,0.474422110466631,0.3438154823539014,0.998,104,221,1000,318,
Exp1,olmo3_7b_it,8,math,movies,math->movies,0.5320845216489499,0.6009279524780492,0.4636991622389901,0.181,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp1,olmo3_7b_it,8,movies,math,movies->math,0.573746954403063,0.6346822415352869,0.5111979534340158,0.01,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,8,math,math,math->math,0.6798642533936652,0.736994610170902,0.617531615459704,0.0,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,8,movies,movies,movies->movies,0.6676173191599689,0.7332861677382541,0.6028293785462903,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp2B,olmo3_7b_it,8,math,movies,math->movies,,,,,target_question,0.04789992221934147,0.15735091490376002,-0.058926427121056724,0.202,0.5344179414052372,0.6139672649793388,0.4641992619164363,0.183,249,0.48651801918589577,0.5592495887011322,0.41322416432297676,0.658,133,116,1000,249,
Exp2B,olmo3_7b_it,8,movies,math,movies->math,,,,,target_question,0.14631917855899756,0.2676170504689836,0.02728480840280405,0.009,0.5732248520710059,0.6333121878343371,0.5076882640812558,0.012,325,0.42690567351200837,0.49158541448859966,0.36351144953358633,0.98,104,221,1000,318,
Exp1,olmo3_7b_it,9,math,movies,math->movies,0.6365050557428052,0.7075224772528997,0.5708245828367733,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp1,olmo3_7b_it,9,movies,math,movies->math,0.5676992690567351,0.6328871290098668,0.5071906780880253,0.017,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,9,math,math,math->math,0.6835624782457361,0.7412273246699991,0.6254793662237786,0.0,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,9,movies,movies,movies->movies,0.6980165932071558,0.7654544327758273,0.6322347888947331,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp2B,olmo3_7b_it,9,math,movies,math->movies,,,,,target_question,0.23165672802696402,0.34766006537835425,0.11607199605729603,0.0,0.6310604096448017,0.7001523815099484,0.5553461405352625,0.001,249,0.3994036816178377,0.46933639578812386,0.32860495985495985,0.997,133,116,1000,249,
Exp2B,olmo3_7b_it,9,movies,math,movies->math,,,,,target_question,0.12808910546467106,0.24013347041786912,0.003845664854150136,0.022,0.5730508179603202,0.632198166637789,0.508583477758006,0.015,325,0.44496171249564914,0.5080531011971147,0.3860550369243738,0.941,104,221,1000,318,
Exp1,olmo3_7b_it,10,math,movies,math->movies,0.6737101374124967,0.7344714760525065,0.6087244897959183,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp1,olmo3_7b_it,10,movies,math,movies->math,0.556909154194222,0.6228936187057267,0.49393857128232127,0.047,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,10,math,math,math->math,0.6943525931082493,0.750318476020319,0.6397056220718376,0.0,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,10,movies,movies,movies->movies,0.7302955665024631,0.7917132497981122,0.6610072142387098,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp2B,olmo3_7b_it,10,math,movies,math->movies,,,,,target_question,0.28830697433238267,0.40098187157656817,0.17489977541986154,0.0,0.6548483277158413,0.7207213063032655,0.5852524937286135,0.0,249,0.36654135338345867,0.43719421002029696,0.30075199697663185,0.999,133,116,1000,249,
Exp2B,olmo3_7b_it,10,movies,math,movies->math,,,,,target_question,0.10907587887225895,0.2299862966589377,-0.02090316551141669,0.049,0.5689610163592064,0.6307703986834421,0.5043962645800881,0.017,325,0.4598851374869474,0.5281827666326241,0.39801180157430155,0.894,104,221,1000,318,
Exp1,olmo3_7b_it,11,math,movies,math->movies,0.7527223230490018,0.8166712634620436,0.692268154852087,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp1,olmo3_7b_it,11,movies,math,movies->math,0.5314566655064392,0.5855843127093777,0.4676489843788902,0.151,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,11,math,math,math->math,0.7084928646014619,0.766286272757203,0.6482674354956963,0.0,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,11,movies,movies,movies->movies,0.7645838734767955,0.8285219305583273,0.6996106902356902,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp2B,olmo3_7b_it,11,math,movies,math->movies,,,,,target_question,0.43848846253564944,0.5439108926627698,0.33393279305507906,0.0,0.7268602540834845,0.7865691141068849,0.657814304146284,0.0,249,0.2883717915478351,0.34839415641552884,0.2252441979809492,1.0,133,116,1000,249,
Exp2B,olmo3_7b_it,11,movies,math,movies->math,,,,,target_question,0.0562130177514793,0.17927539983853363,-0.05909989461917564,0.184,0.5466411416637661,0.6095093033661994,0.4854164887034154,0.069,325,0.4904281239122868,0.5495550237737739,0.4288551978556459,0.62,104,221,1000,318,
Exp1,olmo3_7b_it,12,math,movies,math->movies,0.7986777288047705,0.8519386894613754,0.7437144945697577,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp1,olmo3_7b_it,12,movies,math,movies->math,0.5758788722589627,0.6333101747617876,0.5147455644727335,0.008,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,12,math,math,math->math,0.7407326836059868,0.7950598979801247,0.6877975762754203,0.0,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,12,movies,movies,movies->movies,0.7818900700025927,0.8401067500110064,0.7232813191646752,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp2B,olmo3_7b_it,12,math,movies,math->movies,,,,,target_question,0.5202877884366087,0.6175094930760868,0.41688676331661945,0.0,0.7836401348198081,0.8380741646112285,0.7280835942921502,0.0,249,0.2633523463831994,0.3250171059190847,0.2029607053055861,1.0,133,116,1000,249,
Exp2B,olmo3_7b_it,12,movies,math,movies->math,,,,,target_question,0.14014096762965544,0.25899402455130005,0.01182462942016916,0.017,0.6015053950574313,0.6611504136975769,0.5337680331846998,0.0,325,0.46136442742777584,0.5257535121466982,0.39857144496271585,0.891,104,221,1000,318,
Exp1,olmo3_7b_it,13,math,movies,math->movies,0.8492351568576614,0.8961595133516523,0.7984108834321241,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp1,olmo3_7b_it,13,movies,math,movies->math,0.7071441002436477,0.769485041350174,0.6506128800166937,0.0,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,13,math,math,math->math,0.7944657152801949,0.8415130621300764,0.7430921826183357,0.0,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,13,movies,movies,movies->movies,0.793233082706767,0.8480027556745412,0.7317612776428172,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp2B,olmo3_7b_it,13,math,movies,math->movies,,,,,target_question,0.6271713767176562,0.726183406141732,0.5207142376946146,0.0,0.849624060150376,0.8971303942365014,0.7998635383356884,0.0,249,0.22245268343271973,0.2870107342065984,0.16501673343756107,1.0,133,116,1000,249,
Exp2B,olmo3_7b_it,13,movies,math,movies->math,,,,,target_question,0.3508962756700313,0.4597882996249104,0.2375961859620304,0.0,0.7463452836756004,0.7999937773627032,0.6886767843219469,0.0,325,0.3954490080055691,0.4616755474253322,0.3365594685864541,0.999,104,221,1000,318,
Exp1,olmo3_7b_it,14,math,movies,math->movies,0.8474202748249935,0.8901194657300979,0.7944946848768565,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp1,olmo3_7b_it,14,movies,math,movies->math,0.6605899756352245,0.7195053231016412,0.5972258107126345,0.0,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,14,math,math,math->math,0.7910285415941525,0.8366573002353115,0.7415156584120853,0.0,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,14,movies,movies,movies->movies,0.7906403940886699,0.8472800900834971,0.7275684012037874,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp2B,olmo3_7b_it,14,math,movies,math->movies,,,,,target_question,0.6233471610059632,0.7095008246649434,0.5267163007886527,0.0,0.8557816956183563,0.8964311308248262,0.8108699018980231,0.0,249,0.23243453461239305,0.2903444007940708,0.17498540784723368,1.0,133,116,1000,249,
Exp2B,olmo3_7b_it,14,movies,math,movies->math,,,,,target_question,0.24899930386355723,0.36631551564927556,0.14640113131708993,0.0,0.7200226244343891,0.7759722878674491,0.6631127365791718,0.0,325,0.4710233205708319,0.5306960942244814,0.4056461302951616,0.839,104,221,1000,318,
Exp1,olmo3_7b_it,15,math,movies,math->movies,0.8469665543168265,0.8928636260327014,0.8005179018613037,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp1,olmo3_7b_it,15,movies,math,movies->math,0.6155151409676296,0.677846001594548,0.5545942584154777,0.0,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,15,math,math,math->math,0.7939871214758093,0.8392864791547687,0.741409239556995,0.0,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,15,movies,movies,movies->movies,0.7975110189266269,0.850827532251914,0.7379857836222469,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp2B,olmo3_7b_it,15,math,movies,math->movies,,,,,target_question,0.610318900700026,0.7124140171164345,0.5163202434985363,0.0,0.8518278454757584,0.8968321018677469,0.8060266365676035,0.0,249,0.24150894477573243,0.30113667534060107,0.17896772135886743,1.0,133,116,1000,249,
Exp2B,olmo3_7b_it,15,movies,math,movies->math,,,,,target_question,0.17090149669335186,0.2869892413487134,0.05728779480571519,0.001,0.6784284719805082,0.7375805675510361,0.6180959058404711,0.0,325,0.5075269752871563,0.5694420469113809,0.4429307048057048,0.395,104,221,1000,318,
Exp1,olmo3_7b_it,16,math,movies,math->movies,0.8784029038112523,0.9176968087676619,0.8328988193188136,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp1,olmo3_7b_it,16,movies,math,movies->math,0.649234249912983,0.7093452032106896,0.5860109826619727,0.0,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,16,math,math,math->math,0.8203097807170205,0.863407452032012,0.7735665469138393,0.0,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,16,movies,movies,movies->movies,0.8209100337049521,0.8765721048876672,0.7641076959251634,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp2B,olmo3_7b_it,16,math,movies,math->movies,,,,,target_question,0.679543686803215,0.7704612549626897,0.5952993915371463,0.0,0.8959683691988592,0.9323523089321973,0.860138634888797,0.0,249,0.21642468239564427,0.2718983985551737,0.1596171748484997,1.0,133,116,1000,249,
Exp2B,olmo3_7b_it,16,movies,math,movies->math,,,,,target_question,0.20044378698224852,0.3194650289215528,0.0876952506894525,0.0,0.7131917855899756,0.7709023823732718,0.652854658565669,0.0,325,0.5127479986077271,0.5756537881994944,0.44778121015985095,0.354,104,221,1000,318,
Exp1,olmo3_7b_it,17,math,movies,math->movies,0.9165802437127301,0.9457229873904144,0.8819696214577032,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp1,olmo3_7b_it,17,movies,math,movies->math,0.6875652627915071,0.7471911296932148,0.6223050562995414,0.0,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,17,math,math,math->math,0.8572920292377306,0.8959032988691378,0.8153733488971832,0.0,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,17,movies,movies,movies->movies,0.8281047446201711,0.8802440489432702,0.772219063188062,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp2B,olmo3_7b_it,17,math,movies,math->movies,,,,,target_question,0.7536297640653358,0.8225712250071809,0.6810647316746226,0.0,0.9351827845475759,0.9611204162321864,0.9050255871260809,0.0,249,0.1815530204822401,0.23927319922128487,0.1321947576645961,1.0,133,116,1000,249,
Exp2B,olmo3_7b_it,17,movies,math,movies->math,,,,,target_question,0.2703184824225548,0.3817376273653566,0.15743426592265228,0.0,0.7474765053950574,0.8037139084591023,0.6894908771904663,0.0,325,0.4771580229725026,0.5413574840384981,0.4129787581699346,0.732,104,221,1000,318,
Exp1,olmo3_7b_it,18,math,movies,math->movies,0.9520352605652062,0.9747128891980918,0.9239453805856185,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp1,olmo3_7b_it,18,movies,math,movies->math,0.7414288200487296,0.7988425299017327,0.6805669509782749,0.0,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,18,math,math,math->math,0.8994953010790114,0.929266223875962,0.8639415787237709,0.0,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,18,movies,movies,movies->movies,0.8387347679543686,0.8911643681562592,0.784826287384239,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp2B,olmo3_7b_it,18,math,movies,math->movies,,,,,target_question,0.8113170858179932,0.8752283077971005,0.7482387394819336,0.0,0.9600725952813067,0.9798997684968909,0.9364334877197398,0.0,249,0.14875550946331345,0.19739302748799967,0.10092049267424737,1.0,133,116,1000,249,
Exp2B,olmo3_7b_it,18,movies,math,movies->math,,,,,target_question,0.355682213713888,0.4610647957740751,0.24650422124594493,0.0,0.8032109293421511,0.8513385467469916,0.7532171376955243,0.0,325,0.44752871562826313,0.5125846967574909,0.38129824032176973,0.941,104,221,1000,318,
Exp1,olmo3_7b_it,19,math,movies,math->movies,0.952164894996111,0.9739699289519433,0.9271406939422174,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp1,olmo3_7b_it,19,movies,math,movies->math,0.7546554124608423,0.8073705927715216,0.6979124446477488,0.0,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,19,math,math,math->math,0.9046728158719108,0.9353490230028185,0.8717848465655246,0.0,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,19,movies,movies,movies->movies,0.8382810474462017,0.886506781201087,0.7827895459884242,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp2B,olmo3_7b_it,19,math,movies,math->movies,,,,,target_question,0.8114467202488981,0.8693901584526584,0.7495667081747549,0.0,0.961952294529427,0.9804289048854266,0.9411360575486954,0.0,249,0.1505055742805289,0.20054689801913778,0.10393341952165482,1.0,133,116,1000,249,
Exp2B,olmo3_7b_it,19,movies,math,movies->math,,,,,target_question,0.37904629307344245,0.48276671348729583,0.2675872644028718,0.0,0.8159154194222068,0.8652000315480748,0.7639395639942778,0.0,325,0.43686912634876435,0.505281974414416,0.3751871302826893,0.961,104,221,1000,318,
Exp1,olmo3_7b_it,20,math,movies,math->movies,0.9496370235934665,0.9732225340823254,0.923566388568775,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp1,olmo3_7b_it,20,movies,math,movies->math,0.7740602158022972,0.8240161270898119,0.7216320563482763,0.0,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,20,math,math,math->math,0.9048468499825966,0.934898194963586,0.8728997330704117,0.0,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,20,movies,movies,movies->movies,0.8340679284417941,0.8819058654645243,0.7821410493325901,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp2B,olmo3_7b_it,20,math,movies,math->movies,,,,,target_question,0.807298418459943,0.8683250317156872,0.7382129032651685,0.0,0.9585169821104486,0.9765883434901128,0.9343775679488086,0.0,249,0.15121856365050557,0.20297183180686096,0.10216204218022609,1.0,133,116,1000,249,
Exp2B,olmo3_7b_it,20,movies,math,movies->math,,,,,target_question,0.43286634180299344,0.5334898721820567,0.33297231922993914,0.0,0.8286199095022625,0.877785538365869,0.7811246701139314,0.0,325,0.39575356769926906,0.45624439793141613,0.3341191697845573,0.999,104,221,1000,318,
Exp1,olmo3_7b_it,21,math,movies,math->movies,0.955989110707804,0.9766601603707908,0.9307152577506007,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp1,olmo3_7b_it,21,movies,math,movies->math,0.7530455969369997,0.8064780926760093,0.6939513962260004,0.0,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,21,math,math,math->math,0.9017577445179256,0.9335545749020546,0.8686625874125875,0.0,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,21,movies,movies,movies->movies,0.8382810474462017,0.8868322421557117,0.7836972321792492,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp2B,olmo3_7b_it,21,math,movies,math->movies,,,,,target_question,0.840614467202489,0.8958988277266349,0.7763678057044802,0.0,0.9653876069484055,0.9824637772708136,0.9446258453937674,0.0,249,0.12477313974591651,0.1728653543187232,0.08274704784879203,1.0,133,116,1000,249,
Exp2B,olmo3_7b_it,21,movies,math,movies->math,,,,,target_question,0.37782805429864247,0.47933001330256414,0.2757862095681409,0.0,0.8096501914375217,0.8579196503891261,0.7606262377305112,0.0,325,0.43182213713887924,0.49194517421077566,0.37171741668995073,0.985,104,221,1000,318,
Exp1,olmo3_7b_it,22,math,movies,math->movies,0.9552113041223749,0.9759293920227184,0.930403773338556,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp1,olmo3_7b_it,22,movies,math,movies->math,0.7627915071353986,0.8162471986644969,0.7072602563889459,0.0,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,22,math,math,math->math,0.8830490776192134,0.9144998039006397,0.8428122852258909,0.0,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,22,movies,movies,movies->movies,0.8338086595799844,0.8857787501859797,0.7819521141790049,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp2B,olmo3_7b_it,22,math,movies,math->movies,,,,,target_question,0.8463183821623024,0.9005291552833921,0.7813872770022673,0.0,0.9648042520093337,0.9812259968340892,0.9428612267872108,0.0,249,0.11848586984703137,0.1688686575479028,0.07837276840303253,1.0,133,116,1000,249,
Exp2B,olmo3_7b_it,22,movies,math,movies->math,,,,,target_question,0.4243821789070658,0.5293671272891449,0.31345811820127045,0.0,0.8071702053602506,0.8530709856489077,0.7525552814327485,0.0,325,0.3827880264531848,0.4460620685058934,0.32388775218880855,1.0,104,221,1000,318,
